ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Datetime,OccupancyRate,Price
5341,BHMNCPHST01,1200,26.14001386,91.73099967,86,car,low,3,1,09-10-2016,09:30:00,09-10-2016 09:30:00,0.07166666666666667,5.0
5342,BHMNCPHST01,1200,26.14001386,91.73099967,97,car,average,3,1,09-10-2016,09:57:00,09-10-2016 09:57:00,0.08083333333333333,5.0
5343,BHMNCPHST01,1200,26.14001386,91.73099967,103,car,high,6,1,09-10-2016,10:30:00,09-10-2016 10:30:00,0.08583333333333333,5.0
5344,BHMNCPHST01,1200,26.14001386,91.73099967,115,bike,average,6,1,09-10-2016,11:04:00,09-10-2016 11:04:00,0.09583333333333334,5.0
5345,BHMNCPHST01,1200,26.14001386,91.73099967,157,bike,average,7,1,09-10-2016,11:30:00,09-10-2016 11:30:00,0.13083333333333333,5.0
5346,BHMNCPHST01,1200,26.14001386,91.73099967,179,bike,average,6,1,09-10-2016,11:57:00,09-10-2016 11:57:00,0.14916666666666667,5.0
5347,BHMNCPHST01,1200,26.14001386,91.73099967,206,bike,high,9,1,09-10-2016,12:30:00,09-10-2016 12:30:00,0.17166666666666666,5.0
5348,BHMNCPHST01,1200,26.14001386,91.73099967,214,car,high,8,1,09-10-2016,13:04:00,09-10-2016 13:04:00,0.17833333333333334,5.0
5349,BHMNCPHST01,1200,26.14001386,91.73099967,223,car,high,9,1,09-10-2016,13:30:00,09-10-2016 13:30:00,0.18583333333333332,5.0
5350,BHMNCPHST01,1200,26.14001386,91.73099967,226,car,average,5,1,09-10-2016,14:03:00,09-10-2016 14:03:00,0.18833333333333332,5.0
5351,BHMNCPHST01,1200,26.14001386,91.73099967,241,bike,average,5,1,09-10-2016,14:30:00,09-10-2016 14:30:00,0.20083333333333334,5.0
5352,BHMNCPHST01,1200,26.14001386,91.73099967,227,car,average,4,1,09-10-2016,15:04:00,09-10-2016 15:04:00,0.18916666666666668,5.0
5353,BHMNCPHST01,1200,26.14001386,91.73099967,210,car,low,3,1,09-10-2016,15:30:00,09-10-2016 15:30:00,0.175,5.0
5354,BHMNCPHST01,1200,26.14001386,91.73099967,191,car,low,2,1,09-10-2016,16:03:00,09-10-2016 16:03:00,0.15916666666666668,5.0
5355,BHMNCPHST01,1200,26.14001386,91.73099967,163,car,average,3,1,09-10-2016,16:30:00,09-10-2016 16:30:00,0.13583333333333333,5.0
5356,BHMNCPHST01,1200,26.14001386,91.73099967,201,car,low,1,0,10-10-2016,08:04:00,10-10-2016 08:04:00,0.1675,5.0
5357,BHMNCPHST01,1200,26.14001386,91.73099967,270,car,low,2,0,10-10-2016,08:30:00,10-10-2016 08:30:00,0.225,5.0
5358,BHMNCPHST01,1200,26.14001386,91.73099967,402,car,average,2,0,10-10-2016,09:04:00,10-10-2016 09:04:00,0.335,5.0
5359,BHMNCPHST01,1200,26.14001386,91.73099967,522,car,low,2,0,10-10-2016,09:30:00,10-10-2016 09:30:00,0.435,5.0
5360,BHMNCPHST01,1200,26.14001386,91.73099967,622,car,average,4,0,10-10-2016,10:03:00,10-10-2016 10:03:00,0.5183333333333333,5.091666666666667
5361,BHMNCPHST01,1200,26.14001386,91.73099967,646,car,average,4,0,10-10-2016,10:30:00,10-10-2016 10:30:00,0.5383333333333333,5.283333333333333
5362,BHMNCPHST01,1200,26.14001386,91.73099967,683,car,average,4,0,10-10-2016,10:57:00,10-10-2016 10:57:00,0.5691666666666667,5.629166666666666
5363,BHMNCPHST01,1200,26.14001386,91.73099967,708,cycle,high,8,0,10-10-2016,11:30:00,10-10-2016 11:30:00,0.59,6.079166666666667
5364,BHMNCPHST01,1200,26.14001386,91.73099967,726,bike,high,8,0,10-10-2016,11:57:00,10-10-2016 11:57:00,0.605,6.604166666666666
5365,BHMNCPHST01,1200,26.14001386,91.73099967,717,truck,high,8,0,10-10-2016,12:30:00,10-10-2016 12:30:00,0.5975,7.091666666666666
5366,BHMNCPHST01,1200,26.14001386,91.73099967,715,car,high,8,0,10-10-2016,13:04:00,10-10-2016 13:04:00,0.5958333333333333,7.570833333333333
5367,BHMNCPHST01,1200,26.14001386,91.73099967,715,car,high,8,0,10-10-2016,13:30:00,10-10-2016 13:30:00,0.5958333333333333,8.049999999999999
5368,BHMNCPHST01,1200,26.14001386,91.73099967,701,car,average,4,0,10-10-2016,14:03:00,10-10-2016 14:03:00,0.5841666666666666,8.470833333333331
5369,BHMNCPHST01,1200,26.14001386,91.73099967,681,cycle,average,5,0,10-10-2016,14:30:00,10-10-2016 14:30:00,0.5675,8.808333333333332
5370,BHMNCPHST01,1200,26.14001386,91.73099967,661,bike,average,4,0,10-10-2016,14:57:00,10-10-2016 14:57:00,0.5508333333333333,9.062499999999998
5371,BHMNCPHST01,1200,26.14001386,91.73099967,641,bike,low,2,0,10-10-2016,15:30:00,10-10-2016 15:30:00,0.5341666666666667,9.23333333333333
5372,BHMNCPHST01,1200,26.14001386,91.73099967,618,cycle,low,2,0,10-10-2016,15:57:00,10-10-2016 15:57:00,0.515,9.30833333333333
5373,BHMNCPHST01,1200,26.14001386,91.73099967,555,car,average,3,0,10-10-2016,16:30:00,10-10-2016 16:30:00,0.4625,9.12083333333333
5374,BHMNCPHST01,1200,26.14001386,91.73099967,243,car,low,2,0,11-10-2016,08:04:00,11-10-2016 08:04:00,0.2025,7.63333333333333
5375,BHMNCPHST01,1200,26.14001386,91.73099967,303,cycle,low,2,0,11-10-2016,08:30:00,11-10-2016 08:30:00,0.2525,6.39583333333333
5376,BHMNCPHST01,1200,26.14001386,91.73099967,399,cycle,low,3,0,11-10-2016,08:57:00,11-10-2016 08:57:00,0.3325,5.55833333333333
5377,BHMNCPHST01,1200,26.14001386,91.73099967,561,car,low,2,0,11-10-2016,09:30:00,11-10-2016 09:30:00,0.4675,5.39583333333333
5378,BHMNCPHST01,1200,26.14001386,91.73099967,643,bike,average,3,0,11-10-2016,09:57:00,11-10-2016 09:57:00,0.5358333333333334,5.5749999999999975
5379,BHMNCPHST01,1200,26.14001386,91.73099967,699,cycle,average,4,0,11-10-2016,10:30:00,11-10-2016 10:30:00,0.5825,5.987499999999997
5380,BHMNCPHST01,1200,26.14001386,91.73099967,722,bike,average,4,0,11-10-2016,10:57:00,11-10-2016 10:57:00,0.6016666666666667,6.495833333333331
5381,BHMNCPHST01,1200,26.14001386,91.73099967,739,car,average,5,0,11-10-2016,11:30:00,11-10-2016 11:30:00,0.6158333333333333,7.0749999999999975
5382,BHMNCPHST01,1200,26.14001386,91.73099967,766,car,high,8,0,11-10-2016,12:03:00,11-10-2016 12:03:00,0.6383333333333333,7.766666666666664
5383,BHMNCPHST01,1200,26.14001386,91.73099967,790,car,average,7,0,11-10-2016,12:30:00,11-10-2016 12:30:00,0.6583333333333333,8.55833333333333
5384,BHMNCPHST01,1200,26.14001386,91.73099967,784,car,high,8,0,11-10-2016,13:04:00,11-10-2016 13:04:00,0.6533333333333333,9.324999999999996
5385,BHMNCPHST01,1200,26.14001386,91.73099967,770,car,high,8,0,11-10-2016,13:31:00,11-10-2016 13:31:00,0.6416666666666667,10.03333333333333
5386,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,11-10-2016,14:04:00,11-10-2016 14:04:00,0.6375,10.72083333333333
5387,BHMNCPHST01,1200,26.14001386,91.73099967,741,car,high,6,0,11-10-2016,14:30:00,11-10-2016 14:30:00,0.6175,11.30833333333333
5388,BHMNCPHST01,1200,26.14001386,91.73099967,702,car,low,2,0,11-10-2016,15:03:00,11-10-2016 15:03:00,0.585,11.73333333333333
5389,BHMNCPHST01,1200,26.14001386,91.73099967,670,car,low,2,0,11-10-2016,15:33:00,11-10-2016 15:33:00,0.5583333333333333,12.024999999999997
5390,BHMNCPHST01,1200,26.14001386,91.73099967,641,car,low,2,0,11-10-2016,16:01:00,11-10-2016 16:01:00,0.5341666666666667,12.19583333333333
5391,BHMNCPHST01,1200,26.14001386,91.73099967,560,car,average,3,0,11-10-2016,16:26:00,11-10-2016 16:26:00,0.4666666666666667,12.029166666666663
5392,BHMNCPHST01,1200,26.14001386,91.73099967,235,bike,low,2,0,12-10-2016,08:04:00,12-10-2016 08:04:00,0.19583333333333333,10.50833333333333
5393,BHMNCPHST01,1200,26.14001386,91.73099967,307,cycle,low,2,0,12-10-2016,08:31:00,12-10-2016 08:31:00,0.25583333333333336,9.287499999999996
5394,BHMNCPHST01,1200,26.14001386,91.73099967,435,bike,low,2,0,12-10-2016,09:03:00,12-10-2016 09:03:00,0.3625,8.599999999999996
5395,BHMNCPHST01,1200,26.14001386,91.73099967,536,car,average,3,0,12-10-2016,09:26:00,12-10-2016 09:26:00,0.44666666666666666,8.333333333333329
5396,BHMNCPHST01,1200,26.14001386,91.73099967,640,car,low,3,0,12-10-2016,10:01:00,12-10-2016 10:01:00,0.5333333333333333,8.499999999999995
5397,BHMNCPHST01,1200,26.14001386,91.73099967,696,cycle,average,5,0,12-10-2016,10:31:00,12-10-2016 10:31:00,0.58,8.899999999999995
5398,BHMNCPHST01,1200,26.14001386,91.73099967,728,bike,high,7,0,12-10-2016,11:04:00,12-10-2016 11:04:00,0.6066666666666667,9.433333333333328
5399,BHMNCPHST01,1200,26.14001386,91.73099967,744,truck,average,6,0,12-10-2016,11:31:00,12-10-2016 11:31:00,0.62,10.033333333333328
5400,BHMNCPHST01,1200,26.14001386,91.73099967,754,bike,high,8,0,12-10-2016,12:04:00,12-10-2016 12:04:00,0.6283333333333333,10.674999999999994
5401,BHMNCPHST01,1200,26.14001386,91.73099967,755,bike,average,6,0,12-10-2016,12:31:00,12-10-2016 12:31:00,0.6291666666666667,11.320833333333328
5402,BHMNCPHST01,1200,26.14001386,91.73099967,752,truck,high,8,0,12-10-2016,13:04:00,12-10-2016 13:04:00,0.6266666666666667,11.95416666666666
5403,BHMNCPHST01,1200,26.14001386,91.73099967,757,car,average,6,0,12-10-2016,13:34:00,12-10-2016 13:34:00,0.6308333333333334,12.608333333333327
5404,BHMNCPHST01,1200,26.14001386,91.73099967,749,car,high,6,0,12-10-2016,14:01:00,12-10-2016 14:01:00,0.6241666666666666,13.22916666666666
5405,BHMNCPHST01,1200,26.14001386,91.73099967,725,bike,average,4,0,12-10-2016,14:34:00,12-10-2016 14:34:00,0.6041666666666666,13.749999999999995
5406,BHMNCPHST01,1200,26.14001386,91.73099967,668,bike,low,2,0,12-10-2016,15:01:00,12-10-2016 15:01:00,0.5566666666666666,14.033333333333328
5407,BHMNCPHST01,1200,26.14001386,91.73099967,637,car,low,3,0,12-10-2016,15:30:00,12-10-2016 15:30:00,0.5308333333333334,14.187499999999995
5408,BHMNCPHST01,1200,26.14001386,91.73099967,597,cycle,average,3,0,12-10-2016,15:57:00,12-10-2016 15:57:00,0.4975,14.174999999999995
5409,BHMNCPHST01,1200,26.14001386,91.73099967,524,car,low,2,0,12-10-2016,16:31:00,12-10-2016 16:31:00,0.43666666666666665,13.858333333333329
5410,BHMNCPHST01,1200,26.14001386,91.73099967,201,car,low,1,0,13-10-2016,07:57:00,13-10-2016 07:57:00,0.1675,12.19583333333333
5411,BHMNCPHST01,1200,26.14001386,91.73099967,293,car,low,2,0,13-10-2016,08:31:00,13-10-2016 08:31:00,0.24416666666666667,10.916666666666663
5412,BHMNCPHST01,1200,26.14001386,91.73099967,410,car,low,2,0,13-10-2016,09:04:00,13-10-2016 09:04:00,0.3416666666666667,10.124999999999996
5413,BHMNCPHST01,1200,26.14001386,91.73099967,542,bike,low,3,0,13-10-2016,09:31:00,13-10-2016 09:31:00,0.45166666666666666,9.88333333333333
5414,BHMNCPHST01,1200,26.14001386,91.73099967,624,car,low,2,0,13-10-2016,09:57:00,13-10-2016 09:57:00,0.52,9.983333333333329
5415,BHMNCPHST01,1200,26.14001386,91.73099967,682,bike,high,6,0,13-10-2016,10:31:00,13-10-2016 10:31:00,0.5683333333333334,10.324999999999996
5416,BHMNCPHST01,1200,26.14001386,91.73099967,715,car,average,5,0,13-10-2016,11:04:00,13-10-2016 11:04:00,0.5958333333333333,10.804166666666662
5417,BHMNCPHST01,1200,26.14001386,91.73099967,735,car,average,5,0,13-10-2016,11:31:00,13-10-2016 11:31:00,0.6125,11.366666666666662
5418,BHMNCPHST01,1200,26.14001386,91.73099967,755,bike,average,5,0,13-10-2016,11:57:00,13-10-2016 11:57:00,0.6291666666666667,12.012499999999996
5419,BHMNCPHST01,1200,26.14001386,91.73099967,760,car,high,8,0,13-10-2016,12:31:00,13-10-2016 12:31:00,0.6333333333333333,12.679166666666662
5420,BHMNCPHST01,1200,26.14001386,91.73099967,764,car,high,8,0,13-10-2016,13:04:00,13-10-2016 13:04:00,0.6366666666666667,13.362499999999995
5421,BHMNCPHST01,1200,26.14001386,91.73099967,759,car,high,8,0,13-10-2016,13:31:00,13-10-2016 13:31:00,0.6325,14.024999999999995
5422,BHMNCPHST01,1200,26.14001386,91.73099967,747,car,high,8,0,13-10-2016,13:57:00,13-10-2016 13:57:00,0.6225,14.637499999999996
5423,BHMNCPHST01,1200,26.14001386,91.73099967,721,car,average,4,0,13-10-2016,14:31:00,13-10-2016 14:31:00,0.6008333333333333,15.141666666666662
5424,BHMNCPHST01,1200,26.14001386,91.73099967,699,car,low,3,0,13-10-2016,15:04:00,13-10-2016 15:04:00,0.5825,15.554166666666662
5425,BHMNCPHST01,1200,26.14001386,91.73099967,687,car,low,3,0,13-10-2016,15:31:00,13-10-2016 15:31:00,0.5725,15.916666666666663
5426,BHMNCPHST01,1200,26.14001386,91.73099967,647,car,low,2,0,13-10-2016,16:04:00,13-10-2016 16:04:00,0.5391666666666667,16.112499999999997
5427,BHMNCPHST01,1200,26.14001386,91.73099967,586,car,average,3,0,13-10-2016,16:31:00,13-10-2016 16:31:00,0.48833333333333334,16.054166666666664
5428,BHMNCPHST01,1200,26.14001386,91.73099967,213,bike,low,2,0,14-10-2016,08:01:00,14-10-2016 08:01:00,0.1775,14.441666666666663
5429,BHMNCPHST01,1200,26.14001386,91.73099967,283,car,low,1,0,14-10-2016,08:27:00,14-10-2016 08:27:00,0.23583333333333334,13.12083333333333
5430,BHMNCPHST01,1200,26.14001386,91.73099967,392,car,average,3,0,14-10-2016,09:01:00,14-10-2016 09:01:00,0.32666666666666666,12.254166666666663
5431,BHMNCPHST01,1200,26.14001386,91.73099967,499,bike,low,2,0,14-10-2016,09:27:00,14-10-2016 09:27:00,0.41583333333333333,11.83333333333333
5432,BHMNCPHST01,1200,26.14001386,91.73099967,600,car,low,3,0,14-10-2016,10:01:00,14-10-2016 10:01:00,0.5,11.83333333333333
5433,BHMNCPHST01,1200,26.14001386,91.73099967,636,car,low,3,0,14-10-2016,10:27:00,14-10-2016 10:27:00,0.53,11.98333333333333
5434,BHMNCPHST01,1200,26.14001386,91.73099967,657,bike,average,6,0,14-10-2016,11:01:00,14-10-2016 11:01:00,0.5475,12.220833333333331
5435,BHMNCPHST01,1200,26.14001386,91.73099967,671,bike,average,5,0,14-10-2016,11:27:00,14-10-2016 11:27:00,0.5591666666666667,12.516666666666666
5436,BHMNCPHST01,1200,26.14001386,91.73099967,668,bike,high,9,0,14-10-2016,12:01:00,14-10-2016 12:01:00,0.5566666666666666,12.799999999999999
5437,BHMNCPHST01,1200,26.14001386,91.73099967,657,car,high,9,0,14-10-2016,12:27:00,14-10-2016 12:27:00,0.5475,13.0375
5438,BHMNCPHST01,1200,26.14001386,91.73099967,657,truck,average,6,0,14-10-2016,13:01:00,14-10-2016 13:01:00,0.5475,13.275
5439,BHMNCPHST01,1200,26.14001386,91.73099967,646,car,average,6,0,14-10-2016,13:27:00,14-10-2016 13:27:00,0.5383333333333333,13.466666666666667
5440,BHMNCPHST01,1200,26.14001386,91.73099967,642,car,average,4,0,14-10-2016,14:01:00,14-10-2016 14:01:00,0.535,13.641666666666667
5441,BHMNCPHST01,1200,26.14001386,91.73099967,641,car,average,4,0,14-10-2016,14:34:00,14-10-2016 14:34:00,0.5341666666666667,13.8125
5442,BHMNCPHST01,1200,26.14001386,91.73099967,617,bike,low,2,0,14-10-2016,15:01:00,14-10-2016 15:01:00,0.5141666666666667,13.883333333333333
5443,BHMNCPHST01,1200,26.14001386,91.73099967,576,car,low,2,0,14-10-2016,15:27:00,14-10-2016 15:27:00,0.48,13.783333333333333
5444,BHMNCPHST01,1200,26.14001386,91.73099967,542,cycle,low,2,0,14-10-2016,16:01:00,14-10-2016 16:01:00,0.45166666666666666,13.541666666666666
5445,BHMNCPHST01,1200,26.14001386,91.73099967,462,cycle,low,2,0,14-10-2016,16:34:00,14-10-2016 16:34:00,0.385,12.966666666666667
5446,BHMNCPHST01,1200,26.14001386,91.73099967,94,car,low,1,0,15-10-2016,08:01:00,15-10-2016 08:01:00,0.07833333333333334,10.966666666666667
5447,BHMNCPHST01,1200,26.14001386,91.73099967,116,car,low,2,0,15-10-2016,08:34:00,15-10-2016 08:34:00,0.09666666666666666,8.966666666666667
5448,BHMNCPHST01,1200,26.14001386,91.73099967,143,car,low,2,0,15-10-2016,09:01:00,15-10-2016 09:01:00,0.11916666666666667,7.0625
5449,BHMNCPHST01,1200,26.14001386,91.73099967,161,car,low,2,0,15-10-2016,09:27:00,15-10-2016 09:27:00,0.13416666666666666,5.233333333333333
5450,BHMNCPHST01,1200,26.14001386,91.73099967,200,car,low,3,0,15-10-2016,10:01:00,15-10-2016 10:01:00,0.16666666666666666,5.0
5451,BHMNCPHST01,1200,26.14001386,91.73099967,228,cycle,low,3,0,15-10-2016,10:27:00,15-10-2016 10:27:00,0.19,5.0
5452,BHMNCPHST01,1200,26.14001386,91.73099967,273,car,average,5,0,15-10-2016,11:01:00,15-10-2016 11:01:00,0.2275,5.0
5453,BHMNCPHST01,1200,26.14001386,91.73099967,278,car,high,6,0,15-10-2016,11:27:00,15-10-2016 11:27:00,0.23166666666666666,5.0
5454,BHMNCPHST01,1200,26.14001386,91.73099967,302,car,high,8,0,15-10-2016,12:01:00,15-10-2016 12:01:00,0.25166666666666665,5.0
5455,BHMNCPHST01,1200,26.14001386,91.73099967,327,car,high,8,0,15-10-2016,12:27:00,15-10-2016 12:27:00,0.2725,5.0
5456,BHMNCPHST01,1200,26.14001386,91.73099967,383,bike,high,7,0,15-10-2016,13:01:00,15-10-2016 13:01:00,0.31916666666666665,5.0
5457,BHMNCPHST01,1200,26.14001386,91.73099967,431,bike,high,7,0,15-10-2016,13:34:00,15-10-2016 13:34:00,0.3591666666666667,5.0
5458,BHMNCPHST01,1200,26.14001386,91.73099967,441,truck,average,4,0,15-10-2016,14:01:00,15-10-2016 14:01:00,0.3675,5.0
5459,BHMNCPHST01,1200,26.14001386,91.73099967,455,cycle,average,4,0,15-10-2016,14:27:00,15-10-2016 14:27:00,0.37916666666666665,5.0
5460,BHMNCPHST01,1200,26.14001386,91.73099967,476,car,average,3,0,15-10-2016,15:01:00,15-10-2016 15:01:00,0.39666666666666667,5.0
5461,BHMNCPHST01,1200,26.14001386,91.73099967,480,car,low,3,0,15-10-2016,15:27:00,15-10-2016 15:27:00,0.4,5.0
5462,BHMNCPHST01,1200,26.14001386,91.73099967,479,car,low,2,0,15-10-2016,16:01:00,15-10-2016 16:01:00,0.39916666666666667,5.0
5463,BHMNCPHST01,1200,26.14001386,91.73099967,442,truck,low,2,0,15-10-2016,16:27:00,15-10-2016 16:27:00,0.36833333333333335,5.0
5464,BHMNCPHST01,1200,26.14001386,91.73099967,87,truck,average,2,1,16-10-2016,07:47:00,16-10-2016 07:47:00,0.0725,5.0
5465,BHMNCPHST01,1200,26.14001386,91.73099967,91,car,average,3,1,16-10-2016,08:27:00,16-10-2016 08:27:00,0.07583333333333334,5.0
5466,BHMNCPHST01,1200,26.14001386,91.73099967,111,car,low,3,1,16-10-2016,09:01:00,16-10-2016 09:01:00,0.0925,5.0
5467,BHMNCPHST01,1200,26.14001386,91.73099967,131,car,low,3,1,16-10-2016,09:27:00,16-10-2016 09:27:00,0.10916666666666666,5.0
5468,BHMNCPHST01,1200,26.14001386,91.73099967,165,car,average,5,1,16-10-2016,10:01:00,16-10-2016 10:01:00,0.1375,5.0
5469,BHMNCPHST01,1200,26.14001386,91.73099967,169,truck,low,4,1,16-10-2016,10:21:00,16-10-2016 10:21:00,0.14083333333333334,5.0
5470,BHMNCPHST01,1200,26.14001386,91.73099967,164,car,high,9,1,16-10-2016,11:01:00,16-10-2016 11:01:00,0.13666666666666666,5.0
5471,BHMNCPHST01,1200,26.14001386,91.73099967,191,car,average,6,1,16-10-2016,11:27:00,16-10-2016 11:27:00,0.15916666666666668,5.0
5472,BHMNCPHST01,1200,26.14001386,91.73099967,237,car,high,10,1,16-10-2016,12:01:00,16-10-2016 12:01:00,0.1975,5.0
5473,BHMNCPHST01,1200,26.14001386,91.73099967,268,car,high,10,1,16-10-2016,12:27:00,16-10-2016 12:27:00,0.22333333333333333,5.0
5474,BHMNCPHST01,1200,26.14001386,91.73099967,276,truck,high,9,1,16-10-2016,13:01:00,16-10-2016 13:01:00,0.23,5.0
5475,BHMNCPHST01,1200,26.14001386,91.73099967,293,car,high,10,1,16-10-2016,13:27:00,16-10-2016 13:27:00,0.24416666666666667,5.0
5476,BHMNCPHST01,1200,26.14001386,91.73099967,303,car,average,5,1,16-10-2016,14:01:00,16-10-2016 14:01:00,0.2525,5.0
5477,BHMNCPHST01,1200,26.14001386,91.73099967,305,car,average,5,1,16-10-2016,14:34:00,16-10-2016 14:34:00,0.25416666666666665,5.0
5478,BHMNCPHST01,1200,26.14001386,91.73099967,282,bike,low,3,1,16-10-2016,15:01:00,16-10-2016 15:01:00,0.235,5.0
5479,BHMNCPHST01,1200,26.14001386,91.73099967,245,truck,low,3,1,16-10-2016,15:31:00,16-10-2016 15:31:00,0.20416666666666666,5.0
5480,BHMNCPHST01,1200,26.14001386,91.73099967,221,car,low,4,1,16-10-2016,15:57:00,16-10-2016 15:57:00,0.18416666666666667,5.0
5481,BHMNCPHST01,1200,26.14001386,91.73099967,181,cycle,average,3,1,16-10-2016,16:31:00,16-10-2016 16:31:00,0.15083333333333335,5.0
5482,BHMNCPHST01,1200,26.14001386,91.73099967,201,truck,low,2,0,17-10-2016,08:01:00,17-10-2016 08:01:00,0.1675,5.0
5483,BHMNCPHST01,1200,26.14001386,91.73099967,250,bike,low,2,0,17-10-2016,08:27:00,17-10-2016 08:27:00,0.20833333333333334,5.0
5484,BHMNCPHST01,1200,26.14001386,91.73099967,350,car,low,2,0,17-10-2016,09:01:00,17-10-2016 09:01:00,0.2916666666666667,5.0
5485,BHMNCPHST01,1200,26.14001386,91.73099967,440,car,low,3,0,17-10-2016,09:27:00,17-10-2016 09:27:00,0.36666666666666664,5.0
5486,BHMNCPHST01,1200,26.14001386,91.73099967,568,car,low,3,0,17-10-2016,10:04:00,17-10-2016 10:04:00,0.47333333333333333,5.0
5487,BHMNCPHST01,1200,26.14001386,91.73099967,615,truck,average,4,0,17-10-2016,10:31:00,17-10-2016 10:31:00,0.5125,5.0625
5488,BHMNCPHST01,1200,26.14001386,91.73099967,663,car,average,5,0,17-10-2016,11:04:00,17-10-2016 11:04:00,0.5525,5.325
5489,BHMNCPHST01,1200,26.14001386,91.73099967,674,car,high,8,0,17-10-2016,11:31:00,17-10-2016 11:31:00,0.5616666666666666,5.633333333333334
5490,BHMNCPHST01,1200,26.14001386,91.73099967,683,car,high,8,0,17-10-2016,12:04:00,17-10-2016 12:04:00,0.5691666666666667,5.979166666666667
5491,BHMNCPHST01,1200,26.14001386,91.73099967,685,car,high,9,0,17-10-2016,12:31:00,17-10-2016 12:31:00,0.5708333333333333,6.333333333333334
5492,BHMNCPHST01,1200,26.14001386,91.73099967,696,truck,high,9,0,17-10-2016,12:57:00,17-10-2016 12:57:00,0.58,6.733333333333333
5493,BHMNCPHST01,1200,26.14001386,91.73099967,688,truck,high,9,0,17-10-2016,13:31:00,17-10-2016 13:31:00,0.5733333333333334,7.1000000000000005
5494,BHMNCPHST01,1200,26.14001386,91.73099967,684,truck,average,4,0,17-10-2016,14:04:00,17-10-2016 14:04:00,0.57,7.45
5495,BHMNCPHST01,1200,26.14001386,91.73099967,686,bike,high,6,0,17-10-2016,14:31:00,17-10-2016 14:31:00,0.5716666666666667,7.808333333333334
5496,BHMNCPHST01,1200,26.14001386,91.73099967,662,car,average,4,0,17-10-2016,14:57:00,17-10-2016 14:57:00,0.5516666666666666,8.066666666666666
5497,BHMNCPHST01,1200,26.14001386,91.73099967,622,cycle,low,2,0,17-10-2016,15:31:00,17-10-2016 15:31:00,0.5183333333333333,8.158333333333333
5498,BHMNCPHST01,1200,26.14001386,91.73099967,590,car,low,2,0,17-10-2016,15:57:00,17-10-2016 15:57:00,0.49166666666666664,8.116666666666667
5499,BHMNCPHST01,1200,26.14001386,91.73099967,510,car,average,3,0,17-10-2016,16:28:00,17-10-2016 16:28:00,0.425,7.741666666666667
5500,BHMNCPHST01,1200,26.14001386,91.73099967,247,bike,low,2,0,18-10-2016,08:01:00,18-10-2016 08:01:00,0.20583333333333334,6.270833333333334
5501,BHMNCPHST01,1200,26.14001386,91.73099967,247,car,low,2,0,18-10-2016,08:01:00,18-10-2016 08:01:00,0.20583333333333334,5.0
5502,BHMNCPHST01,1200,26.14001386,91.73099967,247,car,low,2,0,18-10-2016,08:01:00,18-10-2016 08:01:00,0.20583333333333334,5.0
5503,BHMNCPHST01,1200,26.14001386,91.73099967,323,car,low,1,0,18-10-2016,08:28:00,18-10-2016 08:28:00,0.26916666666666667,5.0
5504,BHMNCPHST01,1200,26.14001386,91.73099967,437,bike,low,2,0,18-10-2016,09:01:00,18-10-2016 09:01:00,0.3641666666666667,5.0
5505,BHMNCPHST01,1200,26.14001386,91.73099967,561,truck,low,3,0,18-10-2016,09:28:00,18-10-2016 09:28:00,0.4675,5.0
5506,BHMNCPHST01,1200,26.14001386,91.73099967,679,bike,low,3,0,18-10-2016,10:01:00,18-10-2016 10:01:00,0.5658333333333333,5.329166666666667
5507,BHMNCPHST01,1200,26.14001386,91.73099967,727,car,low,3,0,18-10-2016,10:28:00,18-10-2016 10:28:00,0.6058333333333333,5.858333333333333
5508,BHMNCPHST01,1200,26.14001386,91.73099967,754,bike,high,8,0,18-10-2016,11:01:00,18-10-2016 11:01:00,0.6283333333333333,6.5
5509,BHMNCPHST01,1200,26.14001386,91.73099967,741,cycle,high,8,0,18-10-2016,11:27:00,18-10-2016 11:27:00,0.6175,7.0875
5510,BHMNCPHST01,1200,26.14001386,91.73099967,767,car,high,9,0,18-10-2016,12:01:00,18-10-2016 12:01:00,0.6391666666666667,7.783333333333333
5511,BHMNCPHST01,1200,26.14001386,91.73099967,776,truck,average,6,0,18-10-2016,12:27:00,18-10-2016 12:27:00,0.6466666666666666,8.516666666666666
5512,BHMNCPHST01,1200,26.14001386,91.73099967,779,bike,high,8,0,18-10-2016,13:01:00,18-10-2016 13:01:00,0.6491666666666667,9.2625
5513,BHMNCPHST01,1200,26.14001386,91.73099967,774,car,high,8,0,18-10-2016,13:28:00,18-10-2016 13:28:00,0.645,9.987499999999999
5514,BHMNCPHST01,1200,26.14001386,91.73099967,766,car,average,6,0,18-10-2016,13:54:00,18-10-2016 13:54:00,0.6383333333333333,10.679166666666665
5515,BHMNCPHST01,1200,26.14001386,91.73099967,759,car,average,4,0,18-10-2016,14:27:00,18-10-2016 14:27:00,0.6325,11.341666666666665
5516,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,low,3,0,18-10-2016,15:01:00,18-10-2016 15:01:00,0.6075,11.879166666666665
5517,BHMNCPHST01,1200,26.14001386,91.73099967,689,truck,low,3,0,18-10-2016,15:27:00,18-10-2016 15:27:00,0.5741666666666667,12.249999999999998
